id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long
2419600075,20141201T000000,465000,3,1.75,1480,6360,1,7,1480,0,1954,0,98133,1480,6360,47.7311,-122.353
2621760350,20141015T000000,325000,4,2.5,1850,7324,2,8,1850,0,1997,0,98042,2100,7329,47.3701,-122.107
1723049270,20150107T000000,340500,3,2,2270,28025,1,7,1920,350,1947,0,98168,1770,14833,47.4857,-122.318
4123840310,20150106T000000,342500,3,2.5,1810,5192,2,8,1810,0,1993,0,98038,1810,6200,47.3724,-122.042
2172000075,20140623T000000,290900,2,2,1610,17600,2,6,1610,0,1930,1983,98178,1310,12950,47.4855,-122.266
8651611170,20150213T000000,868700,3,4.25,3840,6161,2,10,3840,0,2000,0,98074,3230,7709,47.6336,-122.064
8820902200,20141113T000000,1199000,4,2.75,4110,8400,2,9,3130,980,1928,2013,98125,2820,8400,47.717,-122.281
8651610890,20141014T000000,1150000,4,3.25,4190,10259,2,11,3150,1040,2000,0,98074,4300,11919,47.6332,-122.066
1853080570,20140811T000000,859900,4,2.75,3390,6298,2,9,3390,0,2011,0,98074,3390,7111,47.5906,-122.062
3629920030,20140808T000000,520000,4,2.25,1890,3006,2,7,1890,0,2003,0,98029,1580,3000,47.5461,-121.998
1604602050,20140711T000000,460000,3,2.5,1610,2527,2,9,1080,530,2005,0,98118,1610,4173,47.5674,-122.29
6844700810,20140901T000000,438924,3,1.5,1050,4590,1,7,850,200,1949,0,98115,1770,5400,47.6943,-122.29
66000070,20150406T000000,315000,2,1,630,6550,1,5,630,0,1918,0,98126,1420,6550,47.5486,-122.38
6665800030,20140718T000000,590000,4,2.75,2910,10650,1,8,1780,1130,1975,0,98033,2920,10988,47.6658,-122.188
2205700350,20141104T000000,378500,4,1.75,1700,8640,1,7,850,850,1955,0,98006,1620,9000,47.5772,-122.153
5466000030,20140603T000000,328500,3,2.5,1950,8130,2,9,1950,0,1990,0,98042,2350,7691,47.3875,-122.161
6189200125,20150325T000000,849950,3,3,2990,9773,2,8,2990,0,1973,0,98005,2230,11553,47.6344,-122.174
9169600135,20141027T000000,525000,3,1.5,1350,6000,1,7,900,450,1950,0,98136,1730,6012,47.5275,-122.391
2625069070,20150410T000000,1385000,4,3.25,4860,181319,2.5,9,4860,0,1993,0,98074,3850,181319,47.6179,-122.005
8732131090,20150428T000000,295000,4,2.5,2160,7725,1,8,1460,700,1978,0,98023,2060,8250,47.3078,-122.378
9286000240,20140711T000000,1067000,6,3.5,4860,11793,2,11,3860,1000,1998,0,98006,3600,11793,47.5521,-122.137
1895000260,20140721T000000,207950,2,2,890,5000,1,6,890,0,1917,0,98118,1860,5000,47.5158,-122.264
8691370400,20141216T000000,699900,4,2.75,2810,7302,2,9,2810,0,2002,0,98075,2820,7302,47.5985,-121.977
5423010350,20150210T000000,1280000,5,2.5,3400,9500,2,8,3400,0,1977,0,98027,3080,11081,47.5645,-122.082
8562501040,20141120T000000,452000,4,1.5,1580,7350,1,7,960,620,1963,0,98052,1560,7350,47.6734,-122.154
2475200140,20150205T000000,370000,3,2,1680,5036,1,7,1680,0,1987,0,98055,1680,4921,47.4734,-122.186
7942100310,20150127T000000,232000,3,1.75,1300,11230,1,7,1300,0,1968,0,98042,1300,10794,47.3811,-122.087
3760000030,20141030T000000,669950,5,2.5,2820,14062,2,7,2380,440,1960,0,98034,1910,10392,47.7081,-122.215
1727500340,20140614T000000,397500,3,2,1510,6710,1,7,1070,440,1972,0,98034,1660,6600,47.7193,-122.216
9828702519,20140512T000000,490000,2,2.5,1230,1391,2,8,870,360,2004,0,98112,1240,1350,47.6192,-122.301
4432600075,20150128T000000,725000,4,2,2110,4140,2,9,1710,400,1925,2003,98116,1440,4420,47.5836,-122.387
7806300030,20140917T000000,299000,3,2.75,3080,19635,1,7,1610,1470,1958,0,98032,2424,12410,47.3841,-122.284
9274202270,20140818T000000,625000,2,1.5,1490,5750,1.5,7,1190,300,1900,0,98116,1590,4025,47.5872,-122.39
